se question,aave qustion,actual answer,se passage,se answer,aave passage,aave answer,aave question
can you wear a polo for business casual,can you rock a polo for business casual?,True,"Business casual -- There is no generally agreed definition of ``business casual''. One definition of business casual states that it includes khaki pants, slacks, and skirts, as well as short-sleeved polo shirts and long-sleeved shirts, but excludes jeans, tennis shoes, tight or short skirts, T-shirts, and sweatshirts. Another source, an American university careers service, states that business casual consists of neutral colors more towards the dark shades of black, gray, navy, but can include white and off white, and reminds that the clothing should be pressed and have clean, crisp seams. The ``Dress for Success'' advice from the University of Toronto sums up business casual as ``a classic, clean cut, and put together look where a full suit is not required,'' which means slacks, khakis, or skirts; blouses, polo shirts, or shirts with collar but no necktie; some sweaters; and closed-toe shoes. The Canadian university ends with the warning that ``it is not clothing you would wear to a club or for athletic purposes... Don't let the word casual mislead you. You still need to look professional.''",True,"Business casual -- Ain't no set way to define business casual. One way folks see it is including stuff like khaki pants, slacks, skirts, along with short-sleeved polo shirts and long-sleeved shirts, but you gotta leave out jeans, tennis shoes, tight or short skirts, T-shirts, and sweatshirts. Another place, a university career service, say business casual be like wearing neutral colors, mostly dark like black, gray, navy, but you can mix in some white and off white. They remind us to keep our clothes pressed with clean, crisp seams. The Dress for Success tips from the University of Toronto describe business casual as looking classic, clean, and put-together without needing a full suit. So, you might wear slacks, khakis, or skirts; blouses, polo shirts, or collared shirts without a tie; some sweaters; and shoes that cover your toes. The Canadian university also warns that this ain't the kind of gear you'd wear to a club or to play sports... Don't get it twisted by the word casual. You still gotta look sharp and professional.",True,
is morgan stanley part of jp morgan chase,"Morgan Stanley, they part of JP Morgan Chase or nah?",False,"Morgan Stanley -- On September 17, 2008, the British evening-news analysis program Newsnight reported that Morgan Stanley was facing difficulties after a 42% slide in its share price. CEO John J. Mack wrote in a memo to staff ``we're in the midst of a market controlled by fear and rumours and short-sellers are driving our stock down.'' The company was said to have explored merger possibilities with CITIC, Wachovia, HSBC, Standard Chartered, Banco Santander and Nomura. At one point, Hank Paulson offered Morgan Stanley to JPMorgan Chase at no cost, but Jamie Dimon refused the offer.",False,"Morgan Stanley -- Back on September 17, 2008, that British news show Newsnight was talkin' 'bout how Morgan Stanley was catchin' heat cause their stock price fell off 42%. CEO John J. Mack hit up the staff with a memo sayin' “we caught up in this market that's all 'bout fear and rumors, and these short-sellers are pushin' our stock down.” Word was they was lookin' into hookin' up with some other big names like CITIC, Wachovia, HSBC, Standard Chartered, Banco Santander, and Nomura. At one point, Hank Paulson was 'bout to hand Morgan Stanley over to JPMorgan Chase for free, but Jamie Dimon wasn't havin' it.",False,
can u play xbox 360 games on an xbox 1,Can you play Xbox 360 games on an Xbox One?,True,"List of Xbox 360 games compatible with Xbox One -- On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. The following is a list of all Xbox 360 games compatible with the Xbox One under this functionality.",True,"List of Xbox 360 games you can play on Xbox One -- Back on June 15, 2015, folks in the Xbox Preview program who got the beta update could start playing some Xbox 360 games on their Xbox One. Everybody else got this feature with the dashboard update on November 12, 2015. Here's a list of all the Xbox 360 games that work on the Xbox One with this update.",True,
do they actually film movies at universal studios,do they really be shootin' movies at universal studios?,True,"Studio Tour -- The Tour is the signature attraction at the park, and goes into a working movie studio, with various film sets on the lot. In recent years, guests have sat in multi-car trams for the duration of the ride. The Tour lasts about 45--60 minutes and is led by a live tour guide who can be seen throughout the tram on video screens. It travels through the Front Lot, Backlot and various attractions, passing sets and props from movies along the way.",True,"Studio Tour -- Dis here tour the main thing to do at the park, right? Y’all get to go inside a real working movie studio, peep all the different film sets they got on the lot. Nowadays, folks be sitting in these long multi-car trams for the whole ride. The tour take bout 45 to 60 minutes, and there’s a live tour guide talking to y’all through video screens all throughout the tram. It roll through the Front Lot, Backlot, and all these other spots, passing by all sorts of sets and props from different movies as y’all go.",True,
is the game go the same as othello,Is the game Go the same as Othello?,False,"Go (game) -- In combinatorial game theory terms, Go is a zero-sum, perfect-information, partisan, deterministic strategy game, putting it in the same class as chess, draughts (checkers) and Reversi (Othello); however it differs from these in its game play. Although the rules are simple, the practical strategy is extremely complex.",False,"Go (game) -- In terms of combinatorial game theory, Go is a zero-sum, perfect-information, partisan, deterministic strategy game, kinda like chess, draughts (checkers), and Reversi (Othello). But it's different from these games in how it's played. Even though the rules are simple, the strategy you gotta use is super complex.",False,
is it possible to have an online relationship,Can you have a relationship online?,True,"Internet relationship -- An internet relationship is a relationship between people who have met online, and in many cases know each other only via the Internet . Online relationships are similar in many ways to pen pal relationships. This relationship can be romantic, platonic, or even based on business affairs. An internet relationship (or online relationship) is generally sustained for a certain amount of time before being titled a relationship, just as in-person relationships. The major difference here is that an internet relationship is sustained via computer or online service, and the individuals in the relationship may or may not ever meet each other in person. Otherwise, the term is quite broad and can include relationships based upon text, video, audio, or even virtual character. This relationship can be between people in different regions, different countries, different sides of the world, or even people who reside in the same area but do not communicate in person.",True,"Online relationship -- An online relationship is when folks link up over the internet, and often, they ain’t met face-to-face, just through the web. These relationships can be like having pen pals back in the day. This type of connection can be about romance, friendship, or even business stuff. An online relationship usually gotta build up over some time before it's considered a real relationship, just like when folks meet up in person. The big difference here is that folks maintain an online relationship through computers or online services, and sometimes, they might never meet in real life. The term covers a lot of ground and can involve texting, video chats, voice messages, or even interacting through virtual avatars. This kind of relationship can happen between folks in different places, different countries, across the globe, or even between people living in the same area who just don’t meet up face-to-face.",True,
is the mummy a remake of the mummy,"Is ""The Mummy"" a remake of the older ""The Mummy"" movie?",False,"The Mummy (2017 film) -- The Mummy is a 2017 American action-adventure film directed by Alex Kurtzman and written by David Koepp, Christopher McQuarrie and Dylan Kussman, with a story by Kurtzman, Jon Spaihts and Jenny Lumet. It is a reboot of The Mummy franchise and the first installment in Universal's planned Dark Universe franchise. The film stars Tom Cruise as a US soldier who accidentally unearths the ancient tomb of an entrapped Egyptian princess (Sofia Boutella). Annabelle Wallis, Jake Johnson, Courtney B. Vance and Russell Crowe also star.",False,"The Mummy (2017 movie) -- The Mummy is a 2017 American action-adventure movie directed by Alex Kurtzman and written by David Koepp, Christopher McQuarrie, and Dylan Kussman, with a story by Kurtzman, Jon Spaihts, and Jenny Lumet. It's a fresh start for The Mummy series and the first chapter of Universal's new Dark Universe series. The movie features Tom Cruise as a US soldier who by accident digs up the old tomb of a trapped Egyptian princess (played by Sofia Boutella). Annabelle Wallis, Jake Johnson, Courtney B. Vance, and Russell Crowe also in the mix.",False,
india is the first country to reach mars,India the first country to hit up Mars.,False,"Mars Orbiter Mission -- The Mars Orbiter Mission (MOM), also called Mangalyaan (``Mars-craft'', from Sanskrit: मंगल mangala, ``Mars'' and यान yāna, ``craft, vehicle''), is a space probe orbiting Mars since 24 September 2014. It was launched on 5 November 2013 by the Indian Space Research Organisation (ISRO). It is India's first interplanetary mission and ISRO has also become the fourth space agency to reach Mars, after the Soviet space program, NASA, and the European Space Agency. It is the first Asian nation to reach Mars orbit, and the first nation in the world to do so in its first attempt.",False,"Mars Orbiter Mission -- So, check it, the Mars Orbiter Mission (MOM), folks also call it Mangalyaan (Mars-craft), that's from the Sanskrit words मंगल (mangala, Mars) and यान (yāna, craft, vehicle). This space probe been circling Mars since September 24, 2014. It took off on November 5, 2013, thanks to the Indian Space Research Organisation (ISRO). This here is India's first trip out to another planet! And with that, ISRO joined the ranks of only a few others—like the Soviet space program, NASA, and the European Space Agency—as the fourth space agency to make it to Mars. Plus, it marked India as the first Asian country to hit Mars orbit and the first nation in the world to nail it on their first go.",False,
can you fly a flag at half mast,can you fly a flag at half mast?,True,"Half-mast -- Half-mast or half-staff refers to a flag flying below the summit on a pole. In many countries this is seen as a symbol of respect, mourning, distress, or, in some cases, a salute. Strictly speaking, flags are said to be half-mast if flown from ships and half-staff if on land, although not all regional variations of English use ``half-staff.''",True,"Half-mast -- Half-mast or half-staff mean when a flag ain't all the way up at the top of its pole. In a lot of places, this is a way to show respect, mourn, signal distress, or even give a salute. Technically, it's called half-mast on ships and half-staff on land, but not everybody sticks to these terms depending on where you at.",True,
can gibraltar coins be used in the uk,Can you use Gibraltar coins in the UK?,False,"Gibraltar pound -- Notes issued are either backed by Bank of England notes at a rate of one pound to one pound sterling, or can be backed by securities issued by the Government of Gibraltar. Although Gibraltar notes are denominated in ``pounds sterling'', they are not legal tender anywhere in the United Kingdom. Gibraltar's coins are the same weight, size and metal as British coins, although the designs are different, and they are occasionally found in circulation across Britain.",True,"Gibraltar pound -- The bills they got out there be either backed up by Bank of England bills, one for one with the pound sterling, or they backed by securities that the Government of Gibraltar issue. Even though them Gibraltar bills say pounds sterling on 'em, you can't spend 'em like that nowhere in the United Kingdom. Now, Gibraltar's coins, they the same weight, size, and made of the same stuff as British coins, but they look different, and sometimes you might see 'em being used over in Britain.",True,
have the raptors ever made it to the finals,Did the Raptors ever make it to the finals?,True,"Toronto Raptors -- Since their inception in 1995, the Raptors have made the playoffs ten times (2000--2002, 2007, 2008, and 2014--2018, all inclusive), advancing past the first round four times (2001 and 2016--2018). The Raptors have won the Atlantic Division five times (2007, 2014--2016, and 2018), and the franchise record number of wins in the regular season is 59 (2018). The Raptors advanced to the Eastern Conference Finals only once (2016). Five Raptors have been selected to play in the All-Star game: Vince Carter, Antonio Davis, Chris Bosh, DeMar DeRozan and Kyle Lowry.",False,"Toronto Raptors -- Since they started up in 1995, the Raptors done made it to the playoffs ten times (2000--2002, 2007, 2008, and 2014--2018), and got past the first round four times (2001 and 2016--2018). They done won the Atlantic Division five times (2007, 2014--2016, and 2018), and the most games they ever won in a regular season is 59 (2018). The Raptors only got to the Eastern Conference Finals once, back in 2016. Five of the Raptors players been picked for the All-Star game: Vince Carter, Antonio Davis, Chris Bosh, DeMar DeRozan, and Kyle Lowry.",False,
did cadburys cream eggs used to be bigger,did Cadbury Creme Eggs used to be bigger back in the day?,True,"Cadbury Creme Egg -- During an interview a 2007 episode of Late Night with Conan O'Brien, actor B.J. Novak drew attention to the fact that American market Cadbury Creme Eggs had decreased in size, despite the official Cadbury website stating otherwise. American Creme Eggs at the time weighed 34 g and contained 150 calories. Before 2006, the eggs marketed by Hershey were identical to the UK version, weighing 39 g and containing 170 calories.",True,"Cadbury Creme Egg -- In a 2007 interview on Late Night with Conan O'Brien, B.J. Novak pointed out that the Cadbury Creme Eggs in the U.S. had gotten smaller, even though the official Cadbury website was saying they hadn't changed. The American Creme Eggs then weighed 34 g and had 150 calories. But before 2006, the eggs that Hershey sold in the U.S. were the same as the ones in the UK, weighing 39 g and having 170 calories.",True,
is himalayan pink salt the same as himalayan sea salt,is himalayan pink salt the same as himalayan sea salt?,True,"Himalayan salt -- Although its salt is sometimes marketed as ``Jurassic Sea Salt'', this salt deposit comes from a seabed of the Permian and Cretaceous eras 100 to 200 million years ago. This sea became landlocked and evaporated, leaving a dense salt deposit, colored by a common pink microorganism that had lived in it. Over the next few hundred million years, that deposit was at the border of a continental plate, and was pushed up into a mountain range in Pakistan.",True,"Himalayan salt — Even though folks be callin' it Jurassic Sea Salt, this salt actually come from a seabed that dates back to the Permian and Cretaceous eras, we talkin' 'bout 100 to 200 million years ago. This sea got trapped and dried up, leavin' behind a thick layer of salt that's got its pink color from a lil' microorganism that used to live there. Fast forward a few hundred million years, and this salt deposit found itself right at the edge of a continental plate, which ended up pushing it up into a mountain range in Pakistan.",True,
are the paralympic games the same as the special olympics world games,"Nah, they ain't the same. The Paralympic Games be for athletes with physical disabilities, and the Special Olympics World Games be for athletes with intellectual disabilities. They got different goals and setups.",False,"Paralympic Games -- The Paralympic Games are organized in parallel with the Olympic Games, while the IOC-recognized Special Olympics World Games include athletes with intellectual disabilities, and the Deaflympics include deaf athletes.",False,"Paralympic Games -- The Paralympic Games go down right alongside the Olympic Games. The IOC-backed Special Olympics World Games is for athletes with intellectual disabilities, and the Deaflympics is where deaf athletes compete.",True,
does christina die in the book of henry,do christina die in the book of henry?,False,"The Book of Henry -- Susan slips away from the talent show and puts the plan into motion. As she is about to pull the trigger, however, she realizes that Henry's plan, though ingenious, is the construct of a child, and that she must act as an adult. She immediately confronts Glenn and tells him that she is going to expose him for what he has done to Christina. Glenn replies that everyone will believe him, not her, and he tells her that he is going to call his police chief to come and bring her in. At the same time, affected by Christina's dance performance at the talent show, Principal Wilder decides to follow through on the abuse accusation and contacts the authorities. Glenn returns home, calls his relative at Social Services, and learns that an investigation is being opened into his abuse of Christina. As the police arrive at his house, Glenn kills himself. Susan legally adopts Christina as her daughter. She also finishes writing one of her children's books, as Henry had urged her to do.",False,"The Book of Henry -- Susan dips out from the talent show and gets to workin' on Henry's plan. Right when she's 'bout to pull the trigger, she catches herself, realizing this whole scheme is from the mind of her kid, and she gotta step up as the grown woman she is. She rolls up on Glenn, straight up tells him she's 'bout to blow the whistle on his mess with Christina. Glenn hits back, saying everyone gonna side with him, not her, and he's gonna holler at his police chief buddy to come scoop her up. Meanwhile, moved by Christina’s performance at the show, Principal Wilder ain’t ignoring the abuse claims no more and hits up the cops. Glenn heads home, calls his kin at Social Services, finds out they opening a case on him for how he treated Christina. Cops show up at his spot, and Glenn takes himself out. After all that, Susan goes ahead and adopts Christina, making it official. She ain’t stopping there, finishes up writing a children's book, just like Henry had pushed her to do.",False,
are pecans and walnuts in the same family,"pecans and walnuts, they kinfolk or nah?",True,"Juglandaceae -- The nine or ten genera in the family have a total of ca 50 species, and include the commercially important nut-producing trees walnut (Juglans), pecan (Carya illinoinensis), and hickory (Carya). The Persian walnut, Juglans regia, is one of the major nut crops of the world. Walnut, hickory, and gaulin are also valuable timber trees.",True,"Juglandaceae -- This family got like nine or ten different types, with about 50 species all up, and it includes them trees that give us nuts we be eating like walnuts (Juglans), pecans (Carya illinoinensis), and hickory (Carya). That Persian walnut, Juglans regia, it's one of the top nut crops worldwide, for real. Plus, walnut, hickory, and gaulin, they great for timber too.",True,
is the princess and the frog a broadway musical,"Is ""The Princess and the Frog"" a Broadway musical?",False,"The Princess and the Frog -- The Princess and the Frog is a 2009 American animated musical film produced by Walt Disney Animation Studios and released by Walt Disney Pictures. The 49th Disney animated feature film, the film is loosely based on the novel The Frog Princess by E.D. Baker, which is in turn based on the Brothers Grimm fairy tale ``The Frog Prince''. Written and directed by Ron Clements and John Musker, the film features an ensemble voice cast that stars Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, and Jim Cummings, with Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, and John Goodman. Set in 1920s New Orleans, the film tells the story of a hardworking waitress named Tiana who dreams of owning her own restaurant. After kissing a prince who has been turned into a frog by an evil voodoo sorcerer, Tiana becomes a frog herself and must find a way to turn back into a human before it is too late.",False,"The Princess and the Frog -- The Princess and the Frog is a 2009 American animated musical film made by Walt Disney Animation Studios and put out by Walt Disney Pictures. It's the 49th Disney animated feature film, and it's kinda based on the novel The Frog Princess by E.D. Baker, which itself takes a bit from the Brothers Grimm fairy tale The Frog Prince. Ron Clements and John Musker wrote and directed it, and it got a whole bunch of voices like Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, and Jim Cummings, plus Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, and John Goodman. Set in the 1920s in New Orleans, the movie's about a hardworking waitress named Tiana who's got dreams of owning her own restaurant. After she kisses a prince who's been turned into a frog by some bad voodoo, Tiana ends up a frog too, and she gotta figure out how to turn back into a human before it's too late.",False,
are liquor stores open in oklahoma on 4th of july,liquor stores open in Oklahoma on 4th of July?,False,"Alcohol laws of Oklahoma -- It is illegal to sell packaged liquor (off-premises sales) on Sundays. Sales also are prohibited on Memorial Day, Independence Day, Labor Day, Thanksgiving Day, and Christmas Day. Low-point beer for consumption off-premises may not be sold between 2:00 a.m. and 6:00 a.m.",False,"Liquor laws in Oklahoma -- You can't buy bottled liquor to take home on Sundays. They also don't let you buy it on Memorial Day, Fourth of July, Labor Day, Thanksgiving, and Christmas. Plus, stores can't sell low-point beer from 2:00 a.m. to 6:00 a.m. for taking home.",False,
is there such thing as an alligator snapping turtle,"Yeah, there is something called an alligator snapping turtle.",True,"Alligator snapping turtle -- The alligator snapping turtle (Macrochelys temminckii) is a species of turtle in the family Chelydridae, native to freshwater habitats in the United States. M. temminckii is one of the heaviest freshwater turtles in the world. It is often associated with, but not closely related to, the common snapping turtle, which is in the genus Chelydra. The specific epithet temminckii is in honor of Dutch zoologist Coenraad Jacob Temminck.",True,"Alligator snapping turtle -- Ayo, check it, the alligator snapping turtle (Macrochelys temminckii) be a type of turtle from the Chelydridae family, found in fresh waters 'round the United States. This turtle is one of the heaviest you gonna find in fresh water. People often mix it up with the common snapping turtle, but they ain't really that close kin, 'cause the common one is from the Chelydra genus. The name temminckii? That's to big up Coenraad Jacob Temminck, a Dutch zoologist.",True,
is there such a thing as a designated survivor,do they got somethin' like a designated survivor fo' real?,True,"Designated survivor -- In the United States, a designated survivor (or designated successor) is an individual in the presidential line of succession, usually a member of the United States Cabinet, who is arranged to be at a physically distant, secure, and undisclosed location when the President, the Vice President, and the other officials in the line of succession are gathered at a single location, such as during State of the Union addresses and presidential inaugurations. This is intended to guarantee continuity of government in the event of a catastrophic occurrence that kills the President and many officials in the presidential line of succession, such as a mass shooting, bombing, attack or catastrophic natural disaster. If such an event occurred, killing both the President and Vice President, the surviving official highest in the line, possibly the designated survivor, would become the Acting President of the United States under the Presidential Succession Act.",True,"Designated survivor -- In the U.S., a designated survivor (or designated successor) is somebody in the presidential line of succession, usually a member of the U.S. Cabinet, who's set up to be in a safe and secret spot far away when the President, the Vice President, and other top officials are all at one place, like during the State of the Union or presidential inaugurations. This setup is to make sure the government keeps running if something terrible like a mass shooting, bombing, attack, or major natural disaster happens, taking out the President and many others in line for the presidency. If something like that goes down, killing both the President and Vice President, the highest-ranking official left, maybe the designated survivor, would step up as the Acting President of the United States under the Presidential Succession Act.",True,
can i carry my gun in my car in wisconsin,can i keep my piece in my whip in wisconsin?,True,"Gun laws in Wisconsin -- Beginning November 1, 2011, it is legal to load a handgun, or to transport a loaded handgun cased or uncased, in a vehicle without a license. NOTE: This does NOT apply to long guns; they still must be unloaded, but now may be uncased. There is still some confusion as to whether or not an encased gun is concealed, so if it is cased, best practice is to keep the long gun out of reach. Long guns must be ``discernable to ordinary observation'', since a conceal carry license does not apply. Previously all firearms had to be unloaded & encased (per the transport statute), & out of reach (derived from the concealed carry statute). Those with a concealed carry license may conceal a pistol in a vehicle.",True,"Gun laws in Wisconsin -- Starting from November 1, 2011, folks can legally load a handgun or carry a loaded handgun, whether it's in a case or not, in their ride without needing a permit. But yo, this ain't the same for long guns; they gotta be unloaded still, though now you can keep 'em uncased. There's still some confusion around whether a gun in a case counts as concealed, so to stay safe, keep them long guns out of reach if they cased. Remember, for long guns, people need to be able to see 'em easy, 'cause a concealed carry license don't cover them. Before, all guns had to be unloaded and cased when you were transporting them, and they had to be out of reach too. If you got a concealed carry license, you can keep a concealed pistol in your vehicle.",True,
is it possible to have two anxiety disorders,Can you have two different anxiety disorders at the same time?,True,"Anxiety disorder -- Anxiety disorders are a group of mental disorders characterized by significant feelings of anxiety and fear. Anxiety is a worry about future events and fear is a reaction to current events. These feelings may cause physical symptoms, such as a fast heart rate and shakiness. There are a number of anxiety disorders: including generalized anxiety disorder, specific phobia, social anxiety disorder, separation anxiety disorder, agoraphobia, panic disorder, and selective mutism. The disorder differs by what results in the symptoms. People often have more than one anxiety disorder.",True,"Anxiety disorder -- Anxiety disorders are a bunch of mental health conditions where folks feel real anxious and scared. Anxiety is when you're worried about stuff that's gonna happen later, and fear is how you react to stuff happening right now. These feelings can make your body react too, like making your heart beat super fast or making you shaky. There's different kinds of anxiety disorders like generalized anxiety disorder, specific phobia, social anxiety disorder, separation anxiety disorder, agoraphobia, panic disorder, and selective mutism. Each one is different based on what triggers those symptoms. It's common for someone to have more than one anxiety disorder.",True,
does the whole state vote for both senators,do errybody in da whole state vote fo' both senators?,True,"United States Senate -- Elections to the Senate are held on the first Tuesday after the first Monday in November in even-numbered years, Election Day, and coincide with elections for the House of Representatives. Senators are elected by their state as a whole. The Elections Clause of the United States Constitution grants each state (and Congress, if it so desires to implement a uniform law) the power to legislate a method by which senators are elected. Ballot access rules for independent and minor party candidates also vary from state to state.",True,"US Senate Elections -- Folks vote for senators on the first Tuesday after the first Monday in November every two years, same day they pick the House Representatives. The whole state votes for their senators. The Constitution got this Elections Clause that lets each state (and Congress too, if they wanna make a law that applies everywhere) decide how they wanna run these elections. How independents and small party folks get on the ballot can be different depending on where you at.",True,
is the last key the last insidious movie,"Is ""The Last Key"" the final movie in the ""Insidious"" series?",False,"Insidious: The Last Key -- In an interview, Whannell stated that if there is going to be a sequel, he currently doesn't know if he will be the one writing the script. On February 22, 2018, reports came stating that the fifth installment is in developments after the box office success of Insidious: The Last Key.",False,"Insidious: The Last Key -- In a chat, Whannell said if there's gonna be another one, he ain't sure if he gonna be the one writin' it. On February 22, 2018, word came out sayin' the fifth part is in the works 'cause Insidious: The Last Key did good at the box office.",False,
does will gardner die in the good wife,do Will Gardner die in The Good Wife?,True,"Will Gardner -- An old friend of Alicia's, in the pilot he helped her get a job with the firm and is constantly trying to avoid appearing as if he favors her. This is complicated by the fact that the two have feelings for each other. Will and Alicia have an affair beginning at the end of season two. In season three they break up when Alicia's daughter goes missing, and Alicia decides she needs to focus more on her children. He is seen as very much of a ladies' man throughout the series and had various love affairs and girlfriends. Will generally had a good working relationship with Diane Lockhart, his co-managing partner at the firm, and the two demonstrate a shrewd ability to guide their business, even through difficult times. Will plays in a regular pick-up basketball game with other attorneys and judges, and has friendships with the players that are eventually scrutinized. During season three, Will is suspended from practicing law for six months as punishment stemming from an old bribery scandal but returns to the firm in season four. In season five after much planning, Alicia and Cary leave Lockhart & Gardner to start their own firm; Will takes this betrayal personally. In episode 15 of the fifth season, he is shot and killed in the courtroom by his client Jeffrey Grant (played by Hunter Parrish).",True,"Will Gardner -- He old homie of Alicia's, right from the jump in the pilot he helped her land that job at the firm and he always tryna keep it cool like he ain't favoring her too much. But yo, it get tricky 'cause both of them got feelings for each other. Come end of season two, Will and Alicia start sneaking around. Then, in season three, they split up when Alicia's daughter goes missing and she gotta put all her energy into her kids. Throughout the show, Will's known for being a smooth operator with the ladies, having his fair share of flings and girlfriends. When it comes to work, he and Diane Lockhart, his co-managing partner, they tight. They both got that smart way of handling their business, even when things get tough. Will also got this regular pick-up basketball game he plays with some other lawyers and judges, and his connections from the game get looked into. In the third season, Will gets hit with a six-month suspension from practicing law 'cause of some old bribery mess, but he bounces back and returns to the firm in season four. But then, in season five, after all this planning, Alicia and Cary dip out on Lockhart & Gardner to start",False,
is there such a thing as being allergic to water,can you be allergic to water?,True,"Aquagenic urticaria -- Aquagenic urticaria, also known as water allergy and water urticaria, is a rarely diagnosed form of physical urticaria. The defining symptom is a itchy skin reaction resulting from contact with water, regardless of its temperature. It is sometimes described as an allergy, although it is not a true histamine-releasing allergic reaction like other forms of urticaria. This seems to not be affected by different temperatures of water, such as cold or hot, or chemicals such as fluorine and chlorine, since it is reproduced with distilled water and medical saline.",False,"Aquagenic urticaria, also called water allergy or water urticaria, is this rare type of skin condition where folks break out into itchy reactions when their skin touches water, no matter if it's hot or cold. It's often talked about like an allergy, but it ain't really releasing histamines like other types of urticaria do. The wild thing is, it don't matter what kind of water it is—cold, hot, got chlorine or fluoride—cause even distilled water and medical saline can set it off.",True,
is there a 50 shades of grey 3,Is there a third Fifty Shades of Grey movie?,True,"Fifty Shades Freed -- Fifty Shades Freed is the third and final installment of the erotic romance Fifty Shades Trilogy by British author E.L. James. After accepting entrepreneur CEO Christian Grey's proposal in Fifty Shades Darker, Anastasia Steele must adjust not only to married life but to her new husband's wealthy lifestyle and controlling nature. The paperback edition was first published in April 2012.",True,"Fifty Shades Freed -- Fifty Shades Freed be the third and last book of that sexy romance series Fifty Shades, written by the British writer E.L. James. After sayin' yes to businessman CEO Christian Grey's proposal in Fifty Shades Darker, Anastasia Steele gotta get used to bein' married and all the fancy life and bossy ways of her new hubby. They first dropped this paperback in April 2012.",True,
is kong skull island part of a series,Is Kong: Skull Island part of a series?,True,"Kong: Skull Island -- Kong: Skull Island is a 2017 American monster film directed by Jordan Vogt-Roberts and written by Dan Gilroy, Max Borenstein, and Derek Connolly from a story by John Gatins. The film is a reboot of the King Kong franchise, a prequel to Godzilla, and serves as the second film in Legendary's MonsterVerse. The film stars an ensemble cast consisting of Tom Hiddleston, Samuel L. Jackson, John Goodman, Brie Larson, Jing Tian, Toby Kebbell, John Ortiz, Corey Hawkins, Jason Mitchell, Shea Whigham, Thomas Mann, Terry Notary, and John C. Reilly. Set in 1973, the film follows a team of scientists and a US Army unit recently withdrawn from the Vietnam War who travel to an uncharted island in the Pacific and encounter terrifying creatures and the mighty King Kong.",True,"Kong: Skull Island -- Kong: Skull Island be a 2017 American monster movie directed by Jordan Vogt-Roberts and written by Dan Gilroy, Max Borenstein, and Derek Connolly, based off a story by John Gatins. This movie is a fresh start for the King Kong series, a prequel to Godzilla, and the second movie in Legendary's MonsterVerse. It features a big cast with folks like Tom Hiddleston, Samuel L. Jackson, John Goodman, Brie Larson, Jing Tian, Toby Kebbell, John Ortiz, Corey Hawkins, Jason Mitchell, Shea Whigham, Thomas Mann, Terry Notary, and John C. Reilly. Set in 1973, the movie shows a group of scientists and a US Army squad just back from the Vietnam War as they head to a mystery island in the Pacific and run into scary creatures and the mighty King Kong.",True,
is it possible to heat water above its boiling point,can you heat water past where it start boilin’?,True,"Superheated water -- Superheated water is liquid water under pressure at temperatures between the usual boiling point, 100 °C (212 °F) and the critical temperature, 374 °C (705 °F). It is also known as ``subcritical water'' or ``pressurized hot water.'' Superheated water is stable because of overpressure that raises the boiling point, or by heating it in a sealed vessel with a headspace, where the liquid water is in equilibrium with vapour at the saturated vapor pressure. This is distinct from the use of the term superheating to refer to water at atmospheric pressure above its normal boiling point, which has not boiled due to a lack of nucleation sites (sometimes experienced by heating liquids in a microwave).",True,"Superheated water -- So check it, superheated water is when you got water under pressure that’s hotter than the usual boiling point, right? We talking between 100 °C (212 °F) and the critical temp, which is about 374 °C (705 °F). Folks also call it subcritical water or pressurized hot water. This water stays liquid 'cause it's under a lot of pressure that bumps up the boiling point, or 'cause it's heated in a sealed container where the space at the top keeps everything balanced between the liquid water and the steam. This ain’t the same as just heating water in the open air past its boiling point without it boiling, like when you might see in a microwave 'cause there ain’t enough spots for bubbles to form.",True,
is there a spin off of grey's anatomy,is there a spin off of Grey's Anatomy?,True,"Station 19 -- Station 19 is an American action-drama television series created by Stacy McKee for ABC. McKee, Shonda Rhimes, Betsy Beers, and Paris Barclay serve as executive producers on the series, which is the second spin-off to Grey's Anatomy. Set in Seattle, the series focuses on the lives of the men and women at Seattle Fire Station 19. The series is produced by Shondaland and ABC Studios, with McKee serving as showrunner.",True,"Station 19 -- Station 19 a TV show from America that's all about action and drama, made by Stacy McKee for ABC. Stacy McKee, Shonda Rhimes, Betsy Beers, and Paris Barclay all the big bosses producing this show. It's like a cousin to Grey's Anatomy, being the second show to come out after it. It’s set up in Seattle, and it digs into what's going down with the crew at Seattle Fire Station 19. Shondaland and ABC Studios put it together, with McKee running the whole thing.",True,
