Passage Reference,Passage Hypothesis,Question Reference,Question Hypothesis,Passage BLEU_score,Question BLEU_score,Passage BLEU_score_under_10,Passage BLEU_score_under_20,Passage BLEU_score_under_30,Passage BLEU_score_under_50,Passage BLEU_score_under_70,Question BLEU_score_under_10,Question BLEU_score_under_20,Question BLEU_score_under_30,Question BLEU_score_under_50,Question BLEU_score_under_70
"multiple major sports championship seasons -- all four of philadelphia's major professional sports teams played in the championship game or series, in their respective sports, following the 1980 season: the 1980 philadelphia phillies won the world series, while the 1980 philadelphia eagles lost super bowl xv, the 1979-80 philadelphia 76ers lost the nba finals, and the 1979-80 philadelphia flyers lost the stanley cup finals.","all four of philly's big pro sports teams hit up the championship game or series for they sports right after the 1980 season, ya feel me? the 1980 philadelphia phillies scooped the world series title, but the 1980 philadelphia eagles came up short in super bowl xv. the 1979-80 philadelphia 76ers didn't clinch the nba finals, and the 1979-80 philadelphia flyers also missed out on the stanley cup finals win.",has a city ever won all championships in one year,have a city ever won all da championships in one year?,38.28839216743925,53.107253497886994,0,0,0,1,1,0,0,0,0,1
"alcohol laws of oklahoma -- it is illegal to sell packaged liquor (off-premises sales) on sundays. sales also are prohibited on memorial day, independence day, labor day, thanksgiving day, and christmas day. low-point beer for consumption off-premises may not be sold between 2:00 a.m. and 6:00 a.m.","oklahoma alcohol laws -- can’t nobody sell bottled liquor for takin' home on sundays. they also can't sell on memorial day, independence day, labor day, thanksgiving, and christmas. plus, you ain't gon' be able to buy low-point beer to take home from 2:00 a.m. to 6:00 a.m. either.",can you buy beer on sunday in ok,can you cop beer on sunday in oklahoma?,39.33172938363535,35.49481056010054,0,0,0,1,1,0,0,0,1,1
"president of the philippines -- filipinos refer to their president as pangulo or presidente. the president serves a single, fixed, six-year term without possibility of re-election. on june 30, 2016, rodrigo duterte was sworn in as the 16th and current president.","president of the philippines -- folks in the philippines call they president pangulo or presidente. the president only get to serve one six-year term, and they can't run again after that. on june 30, 2016, rodrigo duterte got sworn in as the 16th and the president they got right now.",can the president of the philippines be re elected,can the president of the philippines run fo' re-election?,38.380046156364465,51.697315395717055,0,0,0,1,1,0,0,0,0,1
"gun laws in new hampshire -- since 22 february 2017, new hampshire is a constitutional carry state, requiring no license to open carry or concealed carry a firearm in public. concealed carry permits are still issued for purposes of reciprocity with other states.","gun laws in new hampshire -- since february 22, 2017, new hampshire been a constitutional carry state, meaning you don't need no license to open carry or concealed carry a firearm in public. they still issue concealed carry permits for when you're dealing with other states.",do i need a concealed carry permit in nh,do i need a permit to carry concealed in nh?,54.2215431844221,30.878189539634487,0,0,0,0,1,0,0,0,1,1
"9×19mm parabellum -- the 9×19mm parabellum is a firearms cartridge that was designed by georg luger and introduced in 1902 by the german weapons manufacturer deutsche waffen und munitionsfabriken (dwm) (german weapons and munitions factory) for their luger semi-automatic pistol. for this reason, it is designated as the 9mm luger by the sporting arms and ammunition manufacturers' institute (saami), and the 9 mm luger by the commission internationale permanente pour l'epreuve des armes à feu portatives (cip).","9×19mm parabellum -- the 9×19mm parabellum is a type of bullet used in guns. it was made by georg luger and started being used in 1902 by a german company called deutsche waffen und munitionsfabriken (dwm), which means german weapons and munitions factory in english. they made it for the luger semi-automatic pistol. that's why it's also called the 9mm luger by the sporting arms and ammunition manufacturers' institute (saami), and the 9 mm luger by the commission internationale permanente pour l'epreuve des armes à feu portatives (cip).",is there a difference between 9x19 and 9mm luger,"ain't no difference between 9x19 and 9mm luger, they the same thing.",58.03883706422154,34.98761149110957,0,0,0,0,1,0,0,0,1,1
"canada at the fifa world cup -- this is a record of canada's results at the fifa world cup. canada has appeared in the fifa world cup on one occasion, which was in 1986.","canada in the fifa world cup -- this shows how canada did in the fifa world cup. canada been to the world cup just one time, and that was back in 1986.",did canada ever make it to the world cup,canada done made it to the world cup before?,34.56359681922194,41.11336169005198,0,0,0,1,1,0,0,0,1,1
"eastern time zone -- the uniform time act of 1966 ruled that daylight saving time would run from the last sunday of april until the last sunday in october in the united states. the act was amended to make the first sunday in april the beginning of daylight saving time as of 1987. the energy policy act of 2005 extended daylight saving time in the united states beginning in 2007. so local times change at 2:00 a.m. est to 3:00 a.m. edt on the second sunday in march and return at 2:00 a.m. edt to 1:00 a.m. est on the first sunday in november. in canada, the time changes as it does in the united states.","eastern time zone -- back in 1966, the uniform time act set it up so daylight saving time would start on the last sunday of april and end on the last sunday in october here in the u.s. then, they switched things up in 1987 to kick off daylight saving on the first sunday of april. come 2005, the energy policy act stretched it even further starting in 2007. now, clocks flip from 2:00 a.m. est to 3:00 a.m. edt on the second sunday in march and roll back from 2:00 a.m. edt to 1:00 a.m. est on the first sunday in november. up in canada, they on the same schedule as the u.s. with these time changes.",is the east coast on daylight savings time,is the east coast on daylight savings time right now?,46.473354121345125,67.86502681586727,0,0,0,1,1,0,0,0,0,1
"john wick -- a third film, titled john wick 3: parabellum is in production and is set to be released on may 17, 2019. the franchise will continue with additional films in development, as well as a tv show titled the continental order to series by starz network.","john wick -- a third movie, called john wick 3: parabellum, bein' made and it's droppin' on may 17, 2019. they keepin' it goin' with more movies in the works, plus a tv show called the continental that starz network done picked up.",is john wick going to be a trilogy,john wick finna be a trilogy or what?,26.8006527574624,22.31618068926665,0,0,1,1,1,0,0,1,1,1
"tomb raider -- tomb raider, also known as lara croft: tomb raider between 2001 and 2007, is a media franchise that originated with an action-adventure video game series created by british gaming company core design. formerly owned by eidos interactive, then by square enix after their acquisition of eidos in 2009, the franchise focuses on a fictional british archaeologist lara croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. the gameplay generally focuses around action-adventure exploration of environments, solving puzzles, navigating hostile environments filled with traps, and fighting numerous enemies. additional media has grown up around the theme in the form of film adaptations, comics and novels.","tomb raider -- tomb raider, sometimes folks call it lara croft: tomb raider from 2001 to 2007, is all about this media empire that started off with this action-adventure video game made by a british game company called core design. it used to be under eidos interactive, then square enix scooped them up in 2009. this whole thing centers on a fictional british archaeologist named lara croft. she be traveling the globe, hunting for them lost artifacts and sneaking into wild tombs and ruins. the game itself is mostly about exploring these big environments, figuring out puzzles, getting through dangerous spots filled with traps, and throwing down with all sorts of enemies. they done expanded the story into movies, comics, and books too.",did the tomb raider game come out before the movie,did the tomb raider game drop before the movie came out?,20.89021649009546,43.66835442847811,0,0,1,1,1,0,0,0,1,1
"commotio cordis -- commotio cordis (latin, ``agitation of the heart'') is an often lethal disruption of heart rhythm that occurs as a result of a blow to the area directly over the heart (the precordial region), at a critical time during the cycle of a heart beat causing cardiac arrest. it is a form of ventricular fibrillation (v-fib), not mechanical damage to the heart muscle or surrounding organs, and not the result of heart disease. the fatality rate is about 65% even with prompt cpr and defibrillation, and more than 80% without.","commotio cordis -- so check it, commotio cordis is when the heart rhythm gets all messed up because of a hit right over the heart, like in the chest area, at just the wrong moment during a heartbeat. this ain’t about no heart disease or physical damage to the heart itself, it’s like the heart just starts beating wild (that's called ventricular fibrillation, or v-fib). even if someone jumps in quick with cpr and uses a defibrillator, about 65% of folks still don’t make it. without that immediate help, it jumps to over 80% who don’t survive.",can you die from getting hit in the heart,can you die if you get hit in the heart?,7.659303788346734,33.932513407933634,1,1,1,1,1,0,0,0,1,1
"hot air balloon -- the french brothers joseph-michel and jacques-étienne montgolfier developed a hot air balloon in annonay, ardeche, france, and demonstrated it publicly on september 19, 1783, making an unmanned flight lasting 10 minutes. after experimenting with unmanned balloons and flights with animals, the first balloon flight with humans aboard, a tethered flight, performed on or around october 15, 1783, by jean-francois pilatre de rozier who made at least one tethered flight from the yard of the reveillon workshop in the faubourg saint-antoine. later that same day, pilatre de rozier became the second human to ascend into the air, reaching an altitude of 26 m (85 ft), the length of the tether. the first free flight with human passengers was made a few weeks later, on november 21, 1783. king louis xvi had originally decreed that condemned criminals would be the first pilots, but de rozier, along with marquis françois d'arlandes, petitioned successfully for the honor. the first military use of a hot air balloon happened in 1794 during the battle of fleurus, when the french used the balloon l'entreprenant for observation.","hot air balloon -- back in the day, these french bros, joseph-michel and jacques-étienne montgolfier, came up with this hot air balloon right in annonay, ardeche, france. they showed it off for the first time on september 19, 1783, and that thing stayed up for like 10 minutes without anybody in it. they messed around with some more balloons and even tried some with animals, but then they had the first balloon ride with people on it. this happened around october 15, 1783. this dude, jean-francois pilatre de rozier, he went up tied to a rope right from the yard of the reveillon workshop in the faubourg saint-antoine. later that day, he also got to be the second person ever to go up in the air, hitting about 26 meters up, which was as long as the rope was. then, a few weeks later on november 21, 1783, they had the first balloon ride where they weren’t tied down, just floating free. originally, king louis xvi was talking about making some condemned criminals be the first to go up, but de rozier and this other noble, marquis françois",did the first hot air balloon fly successfully,did the first hot air balloon take off smooth?,26.66300676219485,51.697315395717055,0,0,1,1,1,0,0,0,0,1
"education in sweden -- swedish students receive economic help from the swedish national board of student aid (csn) for studying. every student is entitled to 12 semesters of allowances and loans, totaling 2,230 sek per week (june 2016: 261 eur, 268 usd, 185 gbp) for full-time studies (after 1 july 2006). allowances are usually 699 sek per week (june 2016: 75 eur; 84 usd; 58 gbp) with loans covering the rest. the limits for loans and allowances may be substantially increased under certain circumstances.","education in sweden -- swedish students get financial help from the swedish national board of student aid (csn) when they studyin'. every student got rights to 12 semesters of money and loans, addin' up to 2,230 sek a week (june 2016: 261 eur, 268 usd, 185 gbp) for full-time schoolin' (after july 1, 2006). they usually get 699 sek a week (june 2016: 75 eur; 84 usd; 58 gbp) as allowances, and loans cover the extra. under certain situations, the amounts for loans and allowances might go up a lot.",does sweden pay students to go to school,do sweden be payin' students to go to school?,49.27442819270176,41.11336169005198,0,0,0,1,1,0,0,0,1,1
"list of playstation and playstation 2 games compatible with playstation 3 -- this is a list of playstation games compatible with all models of playstation 3, along with playstation 2 games compatible with certain earlier models of playstation 3. initial playstation 3 models released in north america, japan, and asia contained both the playstation 2's cpu and gpu, while subsequent models contained only the gpu, and the playstation 2 backwards compatibility with physical discs was removed entirely in later models. however, all playstation 3 models can play some playstation 1 games via physical discs. this is accomplished entirely via software emulation and does not differ between models.","list of playstation and playstation 2 games you can play on playstation 3 -- here's a rundown of playstation games you can play on any playstation 3, and playstation 2 games you can play on some early playstation 3 models. the first playstation 3 models released in north america, japan, and asia had both the playstation 2's cpu and gpu, but later versions only had the gpu. eventually, support for playing playstation 2 games with physical discs was dropped in the newest models. however, all playstation 3 models can still play some playstation 1 games using physical discs. this is all done through software emulation and works the same across all models.",can u play playstation 2 games on ps3,can u play ps2 games on a ps3?,40.60176467417793,23.356898886410015,0,0,0,1,1,0,0,1,1,1
"australia–united kingdom relations -- until 1949, britain and australia shared a common nationality code. the final constitutional ties between the united kingdom and australia ended in 1986 with the passing of the australia act 1986.","australia–uk relations -- up until 1949, britain and australia had the same nationality code. the last constitutional links between the united kingdom and australia got cut off in 1986 when they passed the australia act 1986.",is australia still part of the british empire,australia still part of the british empire or nah?,41.757808624942115,63.894310424627285,0,0,0,1,1,0,0,0,0,1
"carlotta (the phantom of the opera) -- in the lloyd webber-joel schumacher 2004 film version, she was played by minnie driver. due to driver's lack of experience in opera, her singing voice was dubbed by opera singer margaret preece, although she lent her actual voice to the song ``learn to be lonely'' during the end credits.","carlotta from the phantom of the opera — in that 2004 movie version by lloyd webber and joel schumacher, minnie driver played her. but since minnie wasn’t really experienced in opera, they had margaret preece dub her singing parts. however, minnie did sing for real in that song learn to be lonely that plays during the end credits.",minnie driver did she sing in phantom of the opera,"minnie driver, she sang in phantom of the opera?",17.93622144395314,41.72261448611506,0,1,1,1,1,0,0,0,1,1
"zabeel park -- the park was opened to the public in december 2005, in an inauguration ceremony by sheikh hamdan bin rashid al maktoum. zabeel park has an area of 47.5 hectares, roughly equivalent to 45 football grounds. the parking capacity can accommodate 2,300 vehicles.","zabeel park -- they opened up this park for everybody back in december 2005, and sheikh hamdan bin rashid al maktoum was there to kick it off. zabeel park is big, like 47.5 hectares big, which is about the same as 45 football fields. plus, it got enough parking space for 2,300 cars.",is the area of zabeel park equal to that of 45 football playgrounds,zabeel park big like 45 football fields or nah?,18.408707168815166,8.792330837055141,0,1,1,1,1,1,1,1,1,1
"rick and morty (season 3) -- the third season of the animated television series rick and morty originally aired in the united states on cartoon network's late night programming block, adult swim. it premiered with ``the rickshank rickdemption'', which aired unannounced on april 1, 2017 as part of adult swim's annual april fools' prank. the remaining episodes began airing weekly four months later, on july 30, 2017. the season concluded on october 1, 2017 and consisted of ten episodes.","rick and morty (season 3) -- the third season of the animated tv show rick and morty was shown in the u.s. on cartoon network's late-night slot, adult swim. it kicked off with the rickshank rickdemption, which dropped outta nowhere on april 1, 2017, as part of adult swim's yearly april fools' joke. the rest of the episodes started showing up every week four months after, starting july 30, 2017. the season wrapped up on october 1, 2017, and it had ten episodes altogether.",is all of rick and morty season 3 out,is all of rick and morty season 3 out yet?,38.69767563624484,78.60753021519781,0,0,0,1,1,0,0,0,0,0
"back-pass rule -- while not an infringement of the back-pass rule, players are also prohibited from using a deliberate trick to pass the ball to the goalkeeper with a part of the body other than the foot to circumvent the rule. this would include, but not be limited to:","back-pass rule -- now, it ain't exactly breakin' the back-pass rule, but players can't be pullin' no slick moves to pass the ball to the goalkeeper with any part of they body 'cept their foot to get around the rule. this means they can't be doing stuff like:",can you knee a ball back to the goalkeeper,can you kick the ball back to the goalie with your knee?,27.510823401581987,23.90108882452814,0,0,1,1,1,0,0,1,1,1
"cabo san lucas -- cabo san lucas (spanish pronunciation: (ˈkaβo san ˈlukas), cape saint luke), commonly called cabo in english, is a resort city at the southern tip of the baja california peninsula, in the mexican state of baja california sur. as of 2015, the population of the city was 81,111 inhabitants. cabo san lucas together with san josé del cabo is known as los cabos. together they form a metropolitan area of 305,983 inhabitants.","cabo san lucas -- cabo san lucas, folks usually just call it cabo, is this resort spot right down at the southern end of the baja california peninsula, in baja california sur, mexico. back in 2015, ’bout 81,111 people were living there. cabo san lucas and san josé del cabo together, they're known as los cabos. they make up a big metro area with around 305,983 folks.",is cabo and cabo san lucas the same,is cabo the same as cabo san lucas?,27.07597980783531,26.084743001221455,0,0,1,1,1,0,0,1,1,1
"united states elections, 2018 -- the 2018 united states elections will mostly be held on tuesday, november 6, 2018. these midterm elections will take place in the middle of republican president donald trump's term. all 435 seats in the united states house of representatives and 35 of the 100 seats in the united states senate will be contested. 39 state and territorial governorships and numerous other state and local elections will also be contested.","2018 united states elections -- the 2018 elections in the u.s. gon' be mainly on tuesday, november 6, 2018. these midterms comin' up in the middle of republican president donald trump's term. all 435 seats in the house of representatives and 35 out of the 100 seats in the senate up for grabs. plus, 39 state and territorial governorships and a whole bunch of other state and local spots will be contested too.",are all house of representatives up for election at the same time,do all da house of representatives run fo' election at da same time?,50.669324891044624,16.06455374563062,0,0,0,0,1,0,1,1,1,1
"alkene -- in organic chemistry, an alkene is an unsaturated hydrocarbon that contains at least one carbon--carbon double bond. the words alkene and olefin are often used interchangeably (see nomenclature section below). acyclic alkenes, with only one double bond and no other functional groups, known as mono-enes, form a homologous series of hydrocarbons with the general formula ch. alkenes have two hydrogen atoms fewer than the corresponding alkane (with the same number of carbon atoms). the simplest alkene, ethylene (ch), with the international union of pure and applied chemistry (iupac) name ethene, is the organic compound produced on the largest scale industrially. aromatic compounds are often drawn as cyclic alkenes, but their structure and properties are different and they are not considered to be alkenes.","alkene -- in organic chemistry, an alkene is this type of hydrocarbon that ain't fully saturated and got at least one carbon-carbon double bond. folks use the terms alkene and olefin like they the same thing (check out the nomenclature part later). now, acyclic alkenes, which got just one double bond and no other special groups, are called mono-enes. these form a series of hydrocarbons that follow a general formula ch. alkenes got two hydrogen atoms less than their alkane cousins with the same number of carbon atoms. the simplest one, ethylene (also known as ethene in the science world), is this organic compound they make a whole lot of in industry. now, them aromatic compounds might look like cyclic alkenes, but they built different and got different vibes, so they ain't really considered alkenes.",can alkenes have more than one double bond,can alkenes got multiple double bonds?,25.47020875166524,12.600736402830258,0,0,1,1,1,0,1,1,1,1
"endonuclease -- restriction enzymes are endonucleases from eubacteria and archaea that recognize a specific dna sequence. the nucleotide sequence recognized for cleavage by a restriction enzyme is called the restriction site. typically, a restriction site will be a palindromic sequence about four to six nucleotides long. most restriction endonucleases cleave the dna strand unevenly, leaving complementary single-stranded ends. these ends can reconnect through hybridization and are termed ``sticky ends''. once paired, the phosphodiester bonds of the fragments can be joined by dna ligase. there are hundreds of restriction endonucleases known, each attacking a different restriction site. the dna fragments cleaved by the same endonuclease can be joined together regardless of the origin of the dna. such dna is called recombinant dna; dna formed by the joining of genes into new combinations. restriction endonucleases (restriction enzymes) are divided into three categories, type i, type ii, and type iii, according to their mechanism of action. these enzymes are often used in genetic engineering to make recombinant dna for introduction into bacterial, plant, or animal cells, as well as in synthetic biology.","endonuclease -- yo, so check it: restriction enzymes are these special kinda enzymes from bacteria and archaea that recognize a specific dna sequence, right? they look for a certain spot on the dna, called the restriction site, to cut. usually, this spot is a palindrome and about four to six letters long. most of the time, these enzymes cut the dna uneven, leaving ends that kinda stick out and can stick back together. these sticky ends can link back up through hybridization, and then you can seal them up with something called dna ligase.

there are a whole lot of different restriction enzymes, and each one targets a different spot. if you cut dna with the same enzyme, you can mix and match pieces from different sources. when you do that, you get what's called recombinant dna, which is just dna that's been put together in new ways.

restriction enzymes come in three types: type i, type ii, and type iii, each working a bit differently. folks use these enzymes a lot in genetic engineering, like when they wanna put new dna into bacteria, plants, or animals, or mess with synthetic biology.",is a section of dna recognized by a restriction endonuclease,is a part of dna that a restriction enzyme recognize?,17.650699020909816,12.982679446701692,0,1,1,1,1,0,1,1,1,1
"incredibles 2 -- the soundtrack album was released on june 15, 2018. in addition to the film's score, it includes the vocalized theme songs for mr. incredible, frozone, and elastigirl heard in the credits, as well as bonus versions of the songs sung by disney's a cappella group, dcappella, and the latter's version of the track ``the glory days'' from the first film.","incredibles 2 -- they dropped the soundtrack album on june 15, 2018. along with the score from the movie, it's got them theme songs for mr. incredible, frozone, and elastigirl that play during the credits. plus, it includes some extra versions of them songs performed by disney's a cappella group, dcappella, including their take on the glory days track from the first movie.",is there ending credits for the incredibles 2,do incredibles 2 got ending credits?,37.99073887235682,16.10230726602675,0,0,0,1,1,0,1,1,1,1
"list of sesame street muppets -- the muppets are a group of puppet characters created by jim henson, many for the purpose of appearing on the children's television program sesame street. henson's involvement in sesame street began when he and joan ganz cooney, one of the creators of the show, met in the summer of 1968, at one of the show's five three-day curriculum planning seminars in boston. author christopher finch reported that director jon stone, who had worked with henson previously, felt that if they could not bring him on board, they should ``make do without puppets''.","list of sesame street muppets -- the muppets are a crew of puppet characters whipped up by jim henson, a bunch of 'em made to pop up on the kids' tv show sesame street. henson got hooked up with sesame street back when he linked up with joan ganz cooney, who helped start the show, in the summer of 1968, at one of the show's five three-day curriculum planning meet-ups in boston. writer christopher finch mentioned that director jon stone, who had been working with henson before, thought that if they couldn't get henson to join, they oughta just roll without any puppets.",are the muppets the same as sesame street,is the muppets the same as sesame street?,37.84043427541572,72.59795291154772,0,0,0,1,1,0,0,0,0,0
"strong electrolyte -- a concentrated solution of this strong electrolyte has a lower vapor pressure than that of pure water at the same temperature. strong acids, strong bases and soluble ionic salts that are not weak acids or weak bases are strong electrolytes.","strong electrolyte -- a thick mix of this strong electrolyte be havin' a lower vapor pressure than that of pure water at the same temp. strong acids, strong bases, and them soluble ionic salts that ain't weak acids or weak bases, they all strong electrolytes.",is every strong electrolyte also a strong acid,do all strong electrolytes be strong acids too?,54.656940913190965,5.669791110976001,0,0,0,0,1,1,1,1,1,1
"forever (buffy the vampire slayer) -- tara realizes that a history of witchcraft is missing from their shelf and after concluding that dawn took it, she and willow (who is sheepishly feigning surprise) decide to call buffy. buffy hears about dawn's spell just as she is finishing it upstairs in her room. when buffy confronts her, the two girls get into a vicious argument about their different ways of dealing with their mother's death. dawn accuses buffy of being so busy arranging everything that she doesn't care that their mother is dead, earning herself a slap across the face from her sister. buffy immediately regrets her action and admits that she's keeping busy so she doesn't have to deal with the situation, because when she stops then her mother is really gone. during their argument, a figure emerges from joyce's grave and walks toward the house. a shadow passes by the front window followed by a knocking on the door, and buffy, hoping it's joyce, rushes to answer the door. dawn immediately realizes the inherent dangers of the spell and rips up the photo, and when buffy answers the door all she finds is an empty step. this is too much for buffy and she starts to cry, finally facing the reality of her mother's death. a sobbing dawn hugs her, and they collapse to the floor united in grief.","in forever from buffy the vampire slayer, tara notices that a history of witchcraft book missing from their shelf. she figures out dawn took it and tells willow, who pretends to be shocked. they decide to hit up buffy. buffy finds out dawn is trying to do a spell just as she finishes it in her room. when buffy steps to her, they get into a heated argument about how they handling their mom's passing. dawn calls buffy out for being so caught up in sorting things out that she seems cold about their mom being gone, which gets her slapped by buffy. buffy instantly feels bad and confesses she's just trying to stay busy to avoid facing the pain, cause stopping means accepting her mom really ain’t coming back.

while they arguing, something from joyce's grave starts moving towards the house. a shadow passes the front window, and there's a knock. buffy, hoping it's her mom, runs to open the door. dawn, realizing the spell might bring trouble, tears up the photo used in the spell. when buffy opens the door, there’s nobody there. this breaks buffy and she starts crying, finally letting her guard down about her mom's death. dawn, also crying, hugs her, and they both end",does buffy's mom come back to life,do buffy momma come back to life?,18.440805271103827,34.57207846419409,0,1,1,1,1,0,0,0,1,1
"list of backward compatible games for xbox one -- the xbox one gaming console has received updates from microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, xbox and xbox 360. on june 15, 2015, backward compatibility with supported xbox 360 games became available to eligible xbox preview program users with a beta update to the xbox one system software. the dashboard update containing backward compatibility was released publicly on november 12, 2015. on october 24, 2017, another such update added games from the original xbox library. the following is a list of all backward compatible games on xbox one under this functionality.","list of games you can play from the old xbox and xbox 360 on your xbox one -- since its launch in 2013, microsoft been updating the xbox one so it can run games from the older xbox and xbox 360 consoles. on june 15, 2015, they started letting folks in the xbox preview program play some xbox 360 games on their xbox one with a special update. everyone got access to this feature on november 12, 2015, when the new dashboard update rolled out. then, on october 24, 2017, they dropped an update that added games from the original xbox. here’s all the games you can play on your xbox one with these updates.",do games from xbox 360 work on xbox one,do xbox 360 games play on xbox one?,26.725302114552658,24.274588585366175,0,0,1,1,1,0,0,1,1,1
"united states declaration of independence -- the lee resolution for independence was passed on july 2 with no opposing votes. the committee of five had drafted the declaration to be ready when congress voted on independence. john adams, a leader in pushing for independence, had persuaded the committee to select thomas jefferson to compose the original draft of the document, which congress edited to produce the final version. the declaration was a formal explanation of why congress had voted to declare independence from great britain, more than a year after the outbreak of the american revolutionary war. adams wrote to his wife abigail, ``the second day of july 1776, will be the most memorable epocha, in the history of america'' -- although independence day is actually celebrated on july 4, the date that the wording of the declaration of independence was approved.","the lee resolution for breakin' away got the green light on july 2, ain't nobody said nah to it. the committee of five whipped up the declaration, got it set for when congress was ready to holler we free. john adams, big on pushing for us to be our own, got the committee to let thomas jefferson pen the first draft. then congress went and tweaked it to get the final cut. this declaration was basically them laying it out clear why congress decided we ain't part of great britain no more, a whole year after the beef with them started, known as the american revolutionary war. adams hit up his wife abigail saying, the second day of july 1776, gonna be the most unforgettable moment, in the history of america – but we actually turn up on july 4, that's when they stamped the final wording of the declaration of independence.",was the revolutionary war before the declaration of independence,did the revolutionary war start 'fore they wrote up the declaration of independence?,24.393364408250047,25.712008025141323,0,0,1,1,1,0,0,1,1,1
"american entry into canada by land -- entry into canada is solely determined by canada border services agency (cbsa) officials in accordance with canadian law. visitors are required to have the necessary travel documentation and be in good health. if asked, they must satisfy an immigration officer of ties to their country of origin, such as a job, home, and family. they must also satisfy the officer that they will leave canada at the end of their visit. additionally, they must have sufficient money for their stay, and all items belonging to an individual, including the vehicle the individual may be traveling in, are subject to search by the cbsa.","when you tryna get into canada by land, it's all up to the folks at the canada border services agency (cbsa) based on their rules. you gotta have all your travel papers straight and be feeling good. if they ask, you need to prove you got solid reasons to go back home like a job, your house, and family. you also gotta show them you'll head back when your visit’s done. plus, you need enough money to hold you down during your stay. and don’t forget, everything you bring, even your ride, can be checked out by the cbsa.",does it cost money to get into canada,it cost money to slide into canada?,13.952651948639062,41.11336169005198,0,1,1,1,1,0,0,0,1,1
"post-office box -- street addressing will have the same street address of the post office, plus a ``unit number'' that matches the p.o. box number. as an example, in el centro, california, the post office is located at 1598 main street. therefore, for p.o. box 9975 (fictitious), the street addressing would be: 1598 main street unit 9975, el centro, ca. nationally, the first five digits of the zip code may or may not be the same as the p.o. box address, and the last four digits (zip + 4) are virtually always different. except for a few of the largest post offices in the u.s., the 'street addressing' (not the p.o. box address) nine digit zip + 4 is the same for all boxes at a given location.","yo, check it out—when you got a post-office box, they let you use the street address of the post office itself, and then you just tack on a unit number that's the same as your p.o. box number. like, take el centro in california, right? the post office there sits at 1598 main street. so, if you rockin' p.o. box 9975, your street address would be 1598 main street unit 9975, el centro, ca. now, across the nation, the first five digits of the zip might match up with the p.o. box address, but usually, the last four digits, that zip + 4, they gonna be different. but peep this, except for some big post offices, that full nine-digit zip + 4 for the 'street addressing?' yeah, that stays the same for all the boxes at that spot.",is po box the same as zip code,"nah, a po box ain't the same as a zip code. a po box is a personal mailbox located at the post office, and a zip code is the number that helps sort mail in different areas.",33.647934417240535,5.0653211168895735,0,0,0,1,1,1,1,1,1,1
"state of origin series -- foreign born players have also represented each state. new zealand has had several players, such as brad thorn, ben te'o, craig smith, willie mason, tonie carroll, james tamou and karmichael hunt play origin. tamou's selection by new south wales in 2012 was controversial as he was born in palmerston north and played for the junior kiwis, lived in new zealand until he moved to sydney when he was 13 and was included in the new zealand kiwis training squad for the 2011 four nations. both hunt and tamou played for australia before being selected for state of origin. other players, such as sam kasiano and jason taumalolo are also eligible, creating concern in the new zealand rugby league. apart from representing queensland, brad thorn is also a dual rugby international, having played international rugby league for australia, and international rugby union for the all blacks.","state of origin series -- players from other countries have repped both states too. new zealand done sent plenty players like brad thorn, ben te'o, craig smith, willie mason, tonie carroll, james tamou, and karmichael hunt to play in origin. now, james tamou getting picked by new south wales in 2012 stirred up some talk 'cause he was born in palmerston north and played for the junior kiwis, lived in new zealand up until he moved to sydney at 13, and even got picked for the new zealand kiwis training squad for the 2011 four nations. both hunt and tamou had played for australia before they got into state of origin. other players like sam kasiano and jason taumalolo could play too, and that's got the new zealand rugby league worried. besides playing for queensland, brad thorn also played international rugby league for australia, and rugby union for the all blacks.",do you have to be born in queensland to play state of origin,you gotta be born in queensland to play state of origin or nah?,53.99362219581689,61.153805769010226,0,0,0,0,1,0,0,0,0,1
"strait of gibraltar crossing -- the strait of gibraltar crossing is a hypothetical bridge or tunnel spanning the strait of gibraltar (about 14 km or 9 miles at its narrowest point) that would connect europe and africa. the governments of spain and morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader euromed transport project.","strait of gibraltar crossing -- aye, so the strait of gibraltar crossing, that's this idea 'bout buildin' a bridge or tunnel stretching 'cross the strait of gibraltar (like 14 km or 9 miles at its skinniest part) to tie together europe and africa. way back in 1979, spain and morocco put together this team to check out if it's even possible to link up the two continents. this study led to a bigger project called the euromed transport project.",is there a bridge from spain to gibraltar,is there a bridge connectin' spain to gibraltar?,29.361886927872668,43.167001068522545,0,0,1,1,1,0,0,0,1,1
